공통표준단어명,공통표준단어영문약어명,공통표준단어 영문명,공통표준단어 설명,형식단어여부,공통표준도메인분류명,이음동의어 목록,금칙어 목록,제정차수,"개정구분명(폐기 또는 변경)",개정항목,개정사유
발견,DSCV,Discovery,"發見. 미처 찾아내지 못하였거나 아직 알려지지 아니한 사물이나 현상, 사실 따위를 찾아냄",N,,,,6차(2023-11),,,
발견자,DSCVR,Discoverer,"發見者. 미처 찾아내지 못하였거나 아직 알려지지 아니한 사물이나 현상, 사실 따위를 찾아내거나 알아낸 사람",N,,,,8차(2025-11),,,
발급,ISSU,Issue,發給. 증명서 따위를 발행하여 줌,N,,,,1차(2020-08),,,
발급매수,ISCP,Issued Copies,"發給枚數. 증명서, 신분증, 카드 등 각종 증표를 몇 장이나 발급받는지, 또는 발급한 수량",Y,수,,,8차(2025-11),,,
발급자,ISPR,Issuing  Person,發給者. 증명서 따위를 발행하여 주는 사람 또는 조직,N,,,,6차(2023-11),,,
발급처,ISPLC,Issuing Place,發給處. 증명서 따위를 발행하여 주는 장소,N,,,,8차(2025-11),,,
발령,APNT,Appoint,發令. 명령을 내림 또는 그 명령,N,,,,6차(2023-11),,,
발령자,APATHR,Appointing Authority,發令者. 발령하는 사람,N,,,,8차(2025-11),,,
발매,RLEAS,Release,發賣. 상품이나 증권 따위를 내어 팖 또는 그것을 팔기 시작함,N,,,,8차(2025-11),,,
발명,INVNT,Invention,發明. 아직까지 없던 기술이나 물건을 새로 생각하여 만들어 냄,N,,,,8차(2025-11),,,
발명자,INVTR,Inventor,發明者. 아직까지 없던 기술이나 물건을 새로 생각하여 만들어 낸 사람,N,,,,6차(2023-11),,,
발병,ONST,Onset,發病. 병이 남,N,,,,6차(2023-11),,,
발부,ISNC,Issuance,發付. 공공 기관 등이 증명서나 고지서 따위를 발행하여 보냄,N,,,,8차(2025-11),,,
발생,OCRN,Occurrence,發生. 어떤 일이나 사물이 생겨남,N,,,,1차(2020-08),,,
발생량,GNAM,Generated Amount,發生量. 어떤 사물이 생겨나거나 나타나는 분량,Y,수,,,8차(2025-11),,,
발송,SNDNG,Sending,"發送. 물건, 편지, 서류 따위를 우편이나 운송 수단을 이용하여 보냄",N,,,,1차(2020-08),,,
발송자,SNDR,Sender,"發送者. 물건, 편지, 서류 따위를 부치거나 보낸 사람",N,,발송인,,2차(2020-12),,,
발신,DSPTCH,Dispatch,發信. 소식이나 우편 또는 전신을 보냄. 또는 그런 것,N,,,,2차(2020-12),,,
발신자,SNDPTY,Sending Party,發信者. 소식이나 우편 또는 전신 따위를 보낸 사람,N,,발신인,,4차(2021-12),,,
발신처,DSPL,Dispatch Place,發信處. 우편이나 전신을 보내는 곳,N,,,,7차(2024-11),,,
발언자,SPKR,Speaker,發言者. 말을 꺼내어 의견을 나타내는 사람,N,,,,8차(2025-11),,,
발열량,CLVL,Calorific Value,發熱量. 일정한 단위의 연료가 완전히 타서 생기는 열량,Y,수,,,8차(2025-11),,,
발의,PRPSL,Proposal,"發議. 회의에서, 심의할 의안(議案)을 내놓음",N,,,,4차(2021-12),,,
발전기,GNRTR,Generator,"發電機. 도체(導體)가 자기장에서 운동할 때 전기가 발생하는 것을 이용하여, 역학적 에너지를 전기 에너지로 바꾸는 장치를 통틀어 이르는 말",N,,,,7차(2024-11),,,
발전량,EGQTY,Electricity Generation Quantity,發電量. 발전한 전기의 전체 양,Y,수,,,8차(2025-11),,,
발전소,PWPL,Power Plant,發電所. 전기를 일으키는 시설을 갖춘 곳,N,,,,6차(2023-11),,,
발주,ORDER,Order,發注. 물건을 보내 달라고 주문함,N,,,,7차(2024-11),,,
발주자,ODR,Orderer,發注者. 물건 따위를 주문하는 사람,N,,,,8차(2025-11),,,
발주처,ORDPL,Ordering Place,發注處. 물건 또는 공사나 용역 따위의 거래를 주문하는 곳,N,,,,7차(2024-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
발표,PRSNTN,Presentation,"發表. 어떤 사실이나 결과, 작품 등을 세상에 널리 드러내어 알림",N,,,,3차(2021-10),,,
발표자,PRSNTR,Presenter,發表者. 발표하는 사람,N,,,,7차(2024-11),,,
발행,PBLCN,Publication,"發行. 화폐, 증권, 증명서, 인쇄물 등을 만들어 세상에 내놓아 널리 쓰도록 함",N,,,,1차(2020-08),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
발행자,ISR,Issuer,"發行者. 출판물을 발행하거나, 법이 정해 놓은 요건을 갖춘 어음이나 수표를 최초로 작성하여 교부하는 사람",N,,발행인,,4차(2021-12),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
발행처,ISPL,Issue Place,發行處. 출판물을 찍어 펴내는 기관이나 기업체,N,,,,7차(2024-11),,,
발효,EFCTN,Effectuation,"發效. 조약, 법, 공문서 따위의 효력이 나타남. 또는 그 효력을 나타냄",N,,,,7차(2024-11),,,
방류량,DCFLW,Discharge Flow,放流量. 단위 시간 내 어떤 단면에 흐르는 물의 양,Y,수,,,8차(2025-11),,,
방문,VST,Visit,訪問. 어떤 사람이나 장소를 찾아가서 만나거나 봄,N,,,,1차(2020-08),,,
방문자,VSTR,Visitor,訪問者. 어떤 사람이나 장소를 찾아오는 사람,N,,방문객,,2차(2020-12),,,
방법,MTHD,Method,方法. 어떤 일을 해 나가거나 목적을 이루기 위하여 취하는 수단이나 방식,N,,,,4차(2021-12),,,
방사능,RDTV,Radioactivity,"放射能. 라듐, 우라늄, 토륨 따위 원소의 원자핵이 붕괴하면서 방사선을 방출하는 일 또는 그런 성질",N,,,,8차(2025-11),,,
방사능량,AMRD,Amount Of Radioactivity,放射能量. 어떤 물질에서 방출되는 방사능의 양,Y,수,,,8차(2025-11),,,
방송,BRDC,Broadcast,放送. 라디오나 텔레비전 따위를 통하여 널리 듣고 볼 수 있도록 음성이나 영상을 전파로 내보내는 일. 특정 지역을 대상으로 유선(有線)으로 행하는 것을 포함하기도 한다,N,,,,7차(2024-11),,,
방식,MTH,Method,方式. 일정한 방법이나 형식,N,,,,7차(2024-11),,,
방안,MSRS,Measures,方案. 일을 처리하거나 해결하여 나갈 방법이나 계획,N,,,,6차(2023-11),,,
방위각,AZ,Azimuth,方位角. 지평 좌표에서 천정(天頂)과 어떤 천체를 잇는 큰 원이 지평선 위의 어떤 기준점과 이루는 각도,Y,수,,,8차(2025-11),,,
방전전류,DSCR,Discharge Current,放電. 전지나 축전기 또는 전기를 띤 물체에서 전기가 외부로 흘러나오는 현상,Y,수,,,8차(2025-11),,,
방제,PSTCN,Pest Control,防除. 병충해를 예방하거나 해충을 없앰,N,,,,8차(2025-11),,,
방지,PRVN,Prevention,防止. 어떤 일이나 현상이 일어나지 못하게 막음,N,,,,8차(2025-11),,,
방침,PRCPL,Principle,方針. 앞으로 일을 치러 나갈 방향과 계획,N,,,,7차(2024-11),,,
배경,BCKG,Background,背景. 뒤쪽의 경치,N,,,,8차(2025-11),,,
배관,PIPE,Pipe,配管. 기체나 액체 따위를 다른 곳으로 보내기 위하여 관을 이어 배치함. 또는 그 관,N,,,,7차(2024-11),,,
배기량,DSVLM,Displacement Volume,"排氣量. 엔진・펌프・압축기 따위에서, 실린더 안의 피스톤이 최하의 위치에서 최상의 위치까지 한 번의 운동으로 밀어내는 기체의 부피",Y,수,,,7차(2024-11),,,
배너,BNR,Banner,Banner. 인터넷 웹 페이지 화면에 나타나는 작은 사각형 형태의 알림 창,N,,,,6차(2023-11),,,
배달,DLV,Delivery,配達. 물건을 가져다가 몫몫으로 나누어 돌림,N,,,,8차(2025-11),,,
배달처,DLDTN,Delivery Destination,"配達處. 물건을 가져다가 몫몫으로 나누어 돌리는 곳, 또는 장소",N,,,,5차(2022-07),,,
배당,ALCTN,Allocation,配當. 일정한 기준에 따라 나누어 줌,N,,,,5차(2022-07),,,
배당금,DVDND,Dividend,配當金. 배당하는 돈,N,,,,6차(2023-11),,,
배당률,DVRT,Dividend Rate,配當率. 불입한 금액에 대한 배당금의 비율,Y,율,,,8차(2025-11),,,
배당요구,DVDMND,Dividend Demand,"配當要求. 강제 집행에서, 압류 채권자 이외의 채권자가 집행에 참가하여 변상을 받기 위하여 집행관의 배당을 요구하는 의사 표시",N,,,,6차(2023-11),,,
배부,HNDT,Handout,配賦. 나누어서 줌,N,,,,6차(2023-11),,,
배분,APRT,Apportionment,配分. 몫몫이 별러 나눔,N,,분배,,6차(2023-11),,,
배상,RPN,Reparation,賠償. 남의 권리를 침해한 사람이 그 손해를 물어 주는 일,N,,,,6차(2023-11),,,
배송,DLVR,Delivery,配送. 물자를 여러 곳에 나누어 보내 줌,N,,,,6차(2023-11),,,
배송비,DLVCHG,Delivery Charge,配送費. 물품을 다른 곳으로 보내는 데 드는 비용,Y,비용,,,8차(2025-11),,,
배송지,DLVRPL,Delivery Place,配送地. 물품을 다른 곳으로 보낼 때 그 물품을 받는 장소,N,,,,6차(2023-11),,,
배열,ARY,Array,配列/排列. 일정한 차례나 간격에 따라 벌여 놓음,N,,,,8차(2025-11),,,
배우자,SPS,Spouse,配偶者. 부부의 한쪽에서 본 다른 쪽,N,,,,6차(2023-11),,,
배율,MGNF,Magnification,倍率. 어떤 수가 기준이 되는 수의 몇 배가 되는가를 나타내는 수,Y,율,,,8차(2025-11),,,
배점,SCOR,Scoring,配點. 점수를 각각 나누어 배정함 또는 그렇게 하여 정해진 점수,N,,,,6차(2023-11),,,
배정,ALTMNT,Allotment,配定. 몫을 나누어 정함,N,,,,3차(2021-10),,,
배차,CRAL,Car Allocation,配車. 일정한 선로 또는 구간에 자동차나 기차 따위를 나누어 두거나 나누어 보냄,N,,,,7차(2024-11),,,
배출,EMSN,Emission,排出. 안에서 밖으로 밀어 내보냄,N,,,,7차(2024-11),,,
배출량,EHQTY,Exhaust Quantity,排出量. 안에서 밖으로 밀어 내보낸 낸 기체나 액체의 부피,Y,수,,,7차(2024-11),,,
배치,BTCH,Batch,Batch. 데이터 처리의 대상이 되는 데이터를 어느 일정한 관리 단위로 종합한 것,N,,,,6차(2023-11),,,
배포,CRLTN,Circulation,配布. 신문이나 책자 등을 널리 나누어 줌,N,,,,3차(2021-10),,,
백업,BKUP,Backup,"Backup. 상실되거나 파괴된 데이터의 복원을 돕기도 하고 시스템의 작동을 유지하기 위해 사용되는 절차, 기법 또는 하드웨어에 관한 용어",N,,,,6차(2023-11),,,
버전,VER,Version,"Version. 어떤 소프트웨어가 몇 번 개정되었는지를 나타내는 번호. 보통 소프트웨어가 처음 출시될 때 버전이 1.0이고, 추후 기존의 기능이 보완되거나 새로운 기능이 추가될 때 버전을 올린다",N,,,,6차(2023-11),,,
버튼,BTN,Button,Button. 모바일 화면이나 프로그램 화면에서 특정 기능을 수행하기 위해 탭(터치)이나 마우스 클릭으로 사용자가 선택한 동작을 수신하기 위해 구현한 사용자 인터페이스 ,N,,,,6차(2023-11),,,
번역,TRSL,Translation,飜譯/翻譯. 어떤 언어로 된 글을 다른 언어의 글로 옮김,N,,,,7차(2024-11),,,
번호,NO,Number,番號. 차례를 나타내거나 식별하기 위해 붙이는 숫자나 문자,Y,번호,,,2차(2020-12),,,
번호판,NOPLT,Number Plate,番號板. 번호를 적어 놓은 판,N,,,,7차(2024-11),,,
벌금,FINE,Fine,罰金. 규약을 위반했을 때에 벌로 내게 하는 돈,N,,,,8차(2025-11),,,
벌점,DMMRK,Demerit Mark,罰點. 잘못한 것에 대하여 벌로 따지는 점수,N,,,,8차(2025-11),,,
벌채,FLNG,Felling,伐採. 나무를 베어 내거나 섶을 깎아 냄,N,,,,8차(2025-11),,,
범위,SCP,Scope,範圍. 일정하게 한정된 영역,N,,,,7차(2024-11),,,
범죄,OFN,Offense,犯罪. 법규를 어기고 저지른 잘못,N,,,,8차(2025-11),,,
범주,CTGRY,Category,範疇. 동일한 성질을 가진 부류나 범위,N,,카테고리,,5차(2022-07),,,
범칙금,PNLTY,Penalty,"犯則金. 도로 교통법, 경범죄 처벌법 따위를 어긴 사람에게 과하는 벌금",Y,금액,,,8차(2025-11),,,
법,LAW,Law,"法. 국가의 강제력을 수반하는 사회 규범. 국가 및 공공 기관이 제정한 법률, 명령, 규칙, 조례 따위",N,,,,2차(2020-12),,,
법규,LWRG,Laws And Regulations ,法規. 일반 국민의 권리와 의무에 관계있는 법 규범,N,,,,6차(2023-11),,,
법령,STT,Statute,法令. 법률과 명령을 아울러 이르는 말,N,,,,6차(2023-11),,,
법무,JDAF,Judicial Affairs,法務. 법률에 관한 사무,N,,,,7차(2024-11),,,
법무사,JDSCR,Judicial Scrivener,法務士. 타인의 위촉에 의하여 보수를 받고 법원이나 검찰청 등에 제출하는 서류를 작성하는 일을 직업으로 하는 사람,N,,,,6차(2023-11),,,
법원,CT,Court ,法院. 사법권을 행사하는 국가 기관,N,,,,4차(2021-12),,,
법인,CORP,Corporation,法人. 자연인이 아니면서 법에 의하여 권리 능력이 부여 되는 사단과 재단 ,N,,,,2차(2020-12),,,
법인등록번호,CRNO,Corporation Registration Number,法人登錄番號. 법인의 부동산등기용 등록번호로 법인의 설립등기(외국법인의 경우에는 국내에서 최초로 하는 영업소 또는 사무소설치의 등기를 말한다)를 하는 때에 이를 부여,Y,법인등록번호,,법인번호,1차(2020-08),,,
법인세,COTX,Corporate Tax,法人稅. 국세의 하나로 법인의 소득 따위에 부과하는 세금,Y,금액,,,6차(2023-11),,,
법인세율,CPTXRT,Corporate Tax Rate,法人稅率. 법인의 소득 따위에 부과하는 세금의 비율,Y,율,,,7차(2024-11),,,
법적,LGL,Legal,法的. 법에 따른 것,N,,,,7차(2024-11),,,
법정,STTY,Statutory,法定. 법률로 규정함,N,,,,2차(2020-12),,,
법정동,STDG,Statutory Dong(Administrative District),法定洞. 시 또는 구의 하위 행정구역으로 법률로 지정한 구역,N,,,,2차(2020-12),,,
벤처기업,VENT,Venture Enterprise,Venture企業. 고도의 전문 지식과 새로운 기술을 가지고 창조적ㆍ모험적 경영을 전개하는 중소기업,N,,,,6차(2023-11),,,
변경,CHG,Change,變更. 다르게 바꾸어 새롭게 고침,N,,,,1차(2020-08),,,
변경자,CHNRG,Changer,變更者. 다르게 바꾸어 새롭게 고친 사람,N,,,,4차(2021-12),,,
변동,FLCTN,Fluctuation,變動. 바뀌어 달라짐,N,,,,1차(2020-08),,,
변론,PLDG,Pleading,"辯論. 사리를 밝혀 옳고 그름을 따지거나, 소송 당사자나 변호인이 법정에서 주장하거나 진술함",N,,,,8차(2025-11),,,
변수,VRBL,Variable,變數. 어떤 상황의 가변적 요인 또는 어떤 관계나 범위 안에서 여러 가지 값으로 변할 수 있는 수,N,,파라미터,,6차(2023-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
변전소,PSS,Power Substation,變電所. 교류 전력을 송전·배전하기에 적당한 전압으로 바꾸어서 내보내는 시설,N,,,,8차(2025-11),,,
변제,RPYM,Repayment,辨濟. 남에게 진 빚을 갚음,N,,변상,,8차(2025-11),,,
변호사,LWYR,Lawyer,辯護士. 법률에 규정된 자격을 가지고 소송 당사자나 관계인의 의뢰 또는 법원의 명령에 따라 피고나 원고를 변론하며 그 밖의 법률에 관한 업무에 종사하는 사람,N,,,,6차(2023-11),,,
변화량,CHQTY,Change Quantity,變化準. 정해진 방법으로 측정되거나 평가된 양의 값,Y,수,,,7차(2024-11),,,
변환,TRSF,Transformation,變換. 달라져서 바뀜 또는 다르게 하여 바꿈,N,,,,6차(2023-11),,,
별점,STRTNG,Star Rating,별點. 별 모양의 표로 표시하는 점수,Y,수,,,8차(2025-11),,,
별정우체국연금,SPOPN,Special Post Office Pension,別定郵遞局年金. 별정우체국 직원들의 생활 안정과 퇴직 후 보장을 위하여 운영되는 특별한 연금,N,,,,8차(2025-11),,,
별칭,NCNM,Nickname,別稱. 달리 부르는 이름,Y,명,,,7차(2024-11),,,
병가,SKLV,Sick Leave,病暇. 병으로 말미암아 얻는 휴가,N,,,,6차(2023-11),,,
병과,BR,Branch (Of Service),"兵科. 보병, 포병, 공병 따위로 군인이나 부대를 그 임무에 따라 나눔. 또는 그 임무",N,,,,7차(2024-11),,,
병상,SCKBD,Sickbed,病牀. 병든 사람이 눕는 침상,N,,,,4차(2021-12),,,
병원,HSPTL,Hospital,"病院. 병자(病者)를 진찰, 치료하는 데에 필요한 설비를 갖추어 놓은 곳",N,,,,4차(2021-12),,,
병해충,DIP,Disease And Insect Pest,病害蟲. 주로 농작물 따위에 해를 입히는 병과 해충,N,,,,7차(2024-11),,,
보건소,PHC,Public Health Center,"保健所. 질병의 예방, 진료, 공중 보건을 향상시키기 위하여 서울특별시와 각 광역시 및 각 시ㆍ군ㆍ구에 둔 공공 의료 기관",N,,,,6차(2023-11),,,
보고,RPT,Report,"報告. 일에 관한 내용이나 결과를 말이나 글로 알림, 보고하는 글이나 문서",N,,,,1차(2020-08),,,
보고서,RPTP,Report Paper,報告書. 보고하는 글이나 문서,N,,,,5차(2022-07),,,
보고자,RPTR,Reporter,報告者. 일에 관한 내용이나 결과를 알리는 사람,N,,,,6차(2023-11),,,
보관,KPNG,Keeping,保管. 물건을 맡아서 간직하고 관리함,N,,,,7차(2024-11),,,
보관량,STQTY,Storage Quantity,保管量. 맡아서 지키고 관리하는 물건의 총량,Y,수,,,8차(2025-11),,,
보도,NSCVRG,News Coverage,報道. 대중 매체로 새로운 소식을 알림. 또는 그 소식,N,,,,3차(2021-10),,,
보류,HLDOF,Hold Off,保留. 어떤 일을 당장 처리하지 아니하고 나중으로 미루어 둠,N,,,,6차(2023-11),,,
보상,CMPN,Compensation,報償/補償. 어떤 것에 대한 대가로 갚음 또는 국가 또는 단체가 적법한 행위에 의하여 국민이나 주민에게 가한 재산상의 손실을 갚아 주기 위하여 제공하는 대상,N,,,,6차(2023-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
보상금,CPMNY,Compensation Money,報償金/補償金. 보상(報償)으로 내놓는 돈 또는 피해를 보상하기 위해서 주는 돈,N,,,,7차(2024-11),변경,공통표준단어 설명,유관 단어와의 통일성 및 적합성을 고려하여 설명 수정
보수월액,MRAMT,Monthly Remuneration Amount,"報酬月額. 표준 봉급 월액과 기말수당, 정근수당, 정근수당 가산금의 연 지급액을 열두 달로 평균한 금액을 합한 금액",Y,금액,,,7차(2024-11),,,
보안,SCRTY,Security,保安. 안전을 유지함,N,,,,6차(2023-11),,,
보완,SPLMNT,Supplementation,補完. 모자라거나 부족한 것을 보충하여 완전하게 함,N,,,,3차(2021-10),,,
